,aus,ban,fin,rom,tur,rand
cde,0.0,0.0,0.0,0.0,0.0,3.0
cdf_,0.0,0.0,0.0,0.0,0.0,3.0
cdf,0.0,0.0,0.0,0.0,0.0,3.0
cdg_,0.0,0.0,0.0,0.0,0.0,3.0
cdg,0.0,0.0,0.0,0.0,0.0,3.0
cdh_,0.0,0.0,0.0,0.0,0.0,3.0
cdh,0.0,0.0,0.0,0.0,0.0,3.0
cdi_,0.0,0.0,0.0,0.0,0.0,3.0
cdi,0.0,0.0,0.0,0.0,0.0,3.0
cdj_,0.0,0.0,0.0,0.0,0.0,3.0
cdj,0.0,0.0,0.0,0.0,0.0,3.0
cdk_,0.0,0.0,0.0,0.0,0.0,3.0
cdk,0.0,0.0,0.0,0.0,0.0,3.0
cdl_,0.0,0.0,0.0,0.0,0.0,3.0
cdl,0.0,0.0,0.0,0.0,0.0,3.0
cdm_,0.0,0.0,0.0,0.0,0.0,3.0
cdm,0.0,0.0,0.0,0.0,0.0,3.0
cdn_,0.0,0.0,0.0,0.0,0.0,3.0
cdn,0.0,0.0,0.0,0.0,0.0,3.0
cdo_,0.0,0.0,0.0,0.0,0.0,3.0
cdo,0.0,0.0,0.0,0.0,0.0,3.0
cdp_,0.0,0.0,0.0,0.0,0.0,3.0
cdp,0.0,0.0,0.0,0.0,0.0,3.0
cdq_,0.0,0.0,0.0,0.0,0.0,3.0
cdq,0.0,0.0,0.0,0.0,0.0,3.0
cdr_,0.0,0.0,0.0,0.0,0.0,3.0
cdr,0.0,0.0,0.0,0.0,0.0,3.0
cds_,0.0,0.0,0.0,0.0,0.0,3.0
cds,0.0,0.0,0.0,0.0,0.0,3.0
cdt_,0.0,0.0,0.0,0.0,0.0,3.0
cdt,0.0,0.0,0.0,0.0,0.0,3.0
cdu_,0.0,0.0,0.0,0.0,0.0,3.0
cdu,0.0,0.0,0.0,0.0,0.0,3.0
cdv_,0.0,0.0,0.0,0.0,0.0,3.0
cdv,0.0,0.0,0.0,0.0,0.0,3.0
cdw_,0.0,0.0,0.0,0.0,0.0,3.0
cdw,0.0,0.0,0.0,0.0,0.0,3.0
cdx_,0.0,0.0,0.0,0.0,0.0,3.0
cdx,0.0,0.0,0.0,0.0,0.0,3.0
cdy_,0.0,0.0,0.0,0.0,0.0,3.0
cdy,0.0,0.0,0.0,0.0,0.0,3.0
cdz_,0.0,0.0,0.0,0.0,0.0,3.0
cdz,0.0,0.0,0.0,0.0,0.0,3.0
cdŋ_,0.0,0.0,0.0,0.0,0.0,3.0
cdŋ,0.0,0.0,0.0,0.0,0.0,3.0
cea_,0.0583333333333333,0.0,0.0,0.6416666666666667,0.0,0.3
cea,0.0,0.0,0.0,0.7000000000000001,0.0,0.3
ceb_,0.0,0.0,0.0,0.0,0.0,3.0
ceb,0.0,0.0,0.0,0.0,0.1999999999999999,0.8
cec_,0.0,0.0,0.0,0.1999999999999999,0.0,0.8
cec,0.0,0.0,0.0,0.0999999999999999,0.0999999999999999,0.8
ced_,0.0,0.0,0.0,0.0,0.0,3.0
ced,0.0307692307692307,0.0,0.0,0.6461538461538462,0.123076923076923,0.2
cee_,0.0,0.0,0.0,0.0,0.0,3.0
cee,0.0,0.0,0.0,0.0,0.0,3.0
cef_,0.0,0.0,0.0,0.0,0.0,3.0
cef,0.0,0.0,0.0,0.0,0.0,3.0
ceg_,0.0,0.0,0.0,0.0,0.0,3.0
ceg,0.1272727272727272,0.0,0.0,0.0636363636363636,0.509090909090909,0.3
ceh_,0.1999999999999999,0.0,0.0,0.0,0.0,0.8
ceh,0.0833333333333333,0.0,0.0,0.3333333333333333,0.0833333333333333,0.5
cei_,0.0,0.0,0.0,0.4,0.0,0.6
cei,0.0,0.0,0.0,0.3,0.0,0.7
cej_,0.0,0.0,0.0,0.0,0.0,3.0
cej,0.0,0.0,0.0,0.4,0.0,0.6
cek_,0.0470588235294117,0.0,0.0,0.0,0.7529411764705882,0.2
cek,0.0625,0.0,0.0,0.0,0.9375,0.0
cel_,0.0,0.0,0.0,0.1,0.3,0.5999999999999999
cel,0.0428571428571428,0.0,0.0,0.6571428571428571,0.3,0.0
cem_,0.0,0.0,0.0,0.1999999999999999,0.0,0.8
cem,0.1111111111111111,0.0,0.0,0.2777777777777778,0.1111111111111111,0.5
cen_,0.0,0.0,0.0,0.6363636363636364,0.0636363636363636,0.3
cen,0.0309278350515463,0.0,0.0,0.8969072164948454,0.0721649484536082,0.0
ceo_,0.0,0.0,0.0,0.1999999999999999,0.0,0.8
ceo,0.0,0.0,0.0,0.0,0.0,3.0
cep_,0.0,0.0,0.0,0.1999999999999999,0.0,0.8
cep,0.18,0.0,0.0,0.69,0.03,0.0999999999999999
ceq_,0.0,0.0,0.0,0.0,0.0,3.0
ceq,0.0,0.0,0.0,0.0,0.0,3.0
cer_,0.0,0.0,0.0,0.8,0.0,0.2
cer,0.1153846153846153,0.0,0.0,0.6692307692307692,0.2153846153846154,0.0
ces_,0.0,0.0,0.0,0.7000000000000001,0.0,0.3
ces,0.0,0.0,0.0,1.0,0.0,0.0
cet_,0.0,0.0,0.0,0.0,0.1999999999999999,0.8
cet,0.1714285714285714,0.0,0.0,0.5428571428571428,0.0857142857142857,0.2
ceu_,0.0,0.0,0.0,0.1999999999999999,0.0,0.8
ceu,0.0,0.0,0.0,0.3,0.0,0.7
cev_,0.0,0.0,0.0,0.0,0.0,3.0
cev,0.0,0.0,0.0,0.238235294117647,0.6617647058823529,0.1
cew_,0.0,0.0,0.0,0.0,0.0,3.0
cew,0.3,0.0,0.0,0.0,0.0,0.7
cex_,0.0,0.0,0.0,0.0,0.0,3.0
cex,0.0,0.0,0.0,0.0,0.0,3.0
cey_,0.0,0.0,0.0,0.1999999999999999,0.0,0.8
cey,0.0,0.0,0.0,0.0,0.5,0.5
cez_,0.0,0.0,0.0,0.1999999999999999,0.0,0.8
cez,0.0,0.0,0.0,0.3818181818181818,0.2181818181818181,0.3999999999999999
ceŋ_,0.1999999999999999,0.0,0.0,0.0,0.0,0.8
ceŋ,0.0999999999999999,0.0,0.0,0.0,0.0999999999999999,0.8
cfa_,0.0,0.0,0.0,0.0,0.0,3.0
cfa,0.0,0.0,0.0,0.0,0.0,3.0
cfb_,0.0,0.0,0.0,0.0,0.0,3.0
cfb,0.0,0.0,0.0,0.0,0.0,3.0
cfc_,0.0,0.0,0.0,0.0,0.0,3.0
cfc,0.0,0.0,0.0,0.0,0.0,3.0
cfd_,0.0,0.0,0.0,0.0,0.0,3.0
cfd,0.0,0.0,0.0,0.0,0.0,3.0
cfe_,0.0,0.0,0.0,0.0,0.0,3.0
cfe,0.0,0.0,0.0,0.0,0.0,3.0
cff_,0.0,0.0,0.0,0.0,0.0,3.0
cff,0.0,0.0,0.0,0.0,0.0,3.0
cfg_,0.0,0.0,0.0,0.0,0.0,3.0
cfg,0.0,0.0,0.0,0.0,0.0,3.0
cfh_,0.0,0.0,0.0,0.0,0.0,3.0
cfh,0.0,0.0,0.0,0.0,0.0,3.0
cfi_,0.0,0.0,0.0,0.0,0.0,3.0
cfi,0.0,0.0,0.0,0.0,0.0,3.0
cfj_,0.0,0.0,0.0,0.0,0.0,3.0
cfj,0.0,0.0,0.0,0.0,0.0,3.0
cfk_,0.0,0.0,0.0,0.0,0.0,3.0
cfk,0.0,0.0,0.0,0.0,0.0,3.0
cfl_,0.0,0.0,0.0,0.0,0.0,3.0
cfl,0.0,0.0,0.0,0.0,0.0,3.0
cfm_,0.0,0.0,0.0,0.0,0.0,3.0
cfm,0.0,0.0,0.0,0.0,0.0,3.0
cfn_,0.0,0.0,0.0,0.0,0.0,3.0
cfn,0.0,0.0,0.0,0.0,0.0,3.0
cfo_,0.0,0.0,0.0,0.0,0.0,3.0
cfo,0.0,0.0,0.0,0.0,0.0,3.0
cfp_,0.0,0.0,0.0,0.0,0.0,3.0
cfp,0.0,0.0,0.0,0.0,0.0,3.0
cfq_,0.0,0.0,0.0,0.0,0.0,3.0
cfq,0.0,0.0,0.0,0.0,0.0,3.0
cfr_,0.0,0.0,0.0,0.0,0.0,3.0
cfr,0.0,0.0,0.0,0.0,0.0,3.0
cfs_,0.0,0.0,0.0,0.0,0.0,3.0
cfs,0.0,0.0,0.0,0.0,0.0,3.0
cft_,0.0,0.0,0.0,0.0,0.0,3.0
cft,0.0,0.0,0.0,0.0,0.0,3.0
cfu_,0.0,0.0,0.0,0.0,0.0,3.0
cfu,0.0,0.0,0.0,0.0,0.0,3.0
cfv_,0.0,0.0,0.0,0.0,0.0,3.0
cfv,0.0,0.0,0.0,0.0,0.0,3.0
cfw_,0.0,0.0,0.0,0.0,0.0,3.0
cfw,0.0,0.0,0.0,0.0,0.0,3.0
cfx_,0.0,0.0,0.0,0.0,0.0,3.0
cfx,0.0,0.0,0.0,0.0,0.0,3.0
cfy_,0.0,0.0,0.0,0.0,0.0,3.0
cfy,0.0,0.0,0.0,0.0,0.0,3.0
cfz_,0.0,0.0,0.0,0.0,0.0,3.0
cfz,0.0,0.0,0.0,0.0,0.0,3.0
cfŋ_,0.0,0.0,0.0,0.0,0.0,3.0
cfŋ,0.0,0.0,0.0,0.0,0.0,3.0
cga_,0.0,0.0,0.0,0.0,0.0,3.0
cga,0.0,0.0,0.0,0.0,0.0,3.0
cgb_,0.0,0.0,0.0,0.0,0.0,3.0
cgb,0.0,0.0,0.0,0.0,0.0,3.0
cgc_,0.0,0.0,0.0,0.0,0.0,3.0
cgc,0.0,0.0,0.0,0.0,0.0,3.0
cgd_,0.0,0.0,0.0,0.0,0.0,3.0
cgd,0.0,0.0,0.0,0.0,0.0,3.0
cge_,0.0,0.0,0.0,0.0,0.0,3.0
cge,0.0,0.0,0.0,0.0,0.1999999999999999,0.8
cgf_,0.0,0.0,0.0,0.0,0.0,3.0
cgf,0.0,0.0,0.0,0.0,0.0,3.0
cgg_,0.0,0.0,0.0,0.0,0.0,3.0
cgg,0.0,0.0,0.0,0.0,0.0,3.0
cgh_,0.0,0.0,0.0,0.0,0.0,3.0
cgh,0.0,0.0,0.0,0.0,0.0,3.0
cgi_,0.0,0.0,0.0,0.0,0.0,3.0
cgi,0.0,0.0,0.0,0.0,0.0,3.0
cgj_,0.0,0.0,0.0,0.0,0.0,3.0
cgj,0.0,0.0,0.0,0.0,0.0,3.0
cgk_,0.0,0.0,0.0,0.0,0.0,3.0
cgk,0.0,0.0,0.0,0.0,0.0,3.0
cgl_,0.0,0.0,0.0,0.0,0.0,3.0
cgl,0.0,0.0,0.0,0.0,0.0,3.0
cgm_,0.0,0.0,0.0,0.0,0.0,3.0
cgm,0.0,0.0,0.0,0.0,0.0,3.0
cgn_,0.0,0.0,0.0,0.0,0.0,3.0
cgn,0.0,0.0,0.0,0.0,0.0,3.0
cgo_,0.0,0.0,0.0,0.0,0.0,3.0
cgo,0.0,0.0,0.0,0.0,0.0,3.0
cgp_,0.0,0.0,0.0,0.0,0.0,3.0
cgp,0.0,0.0,0.0,0.0,0.0,3.0
cgq_,0.0,0.0,0.0,0.0,0.0,3.0
cgq,0.0,0.0,0.0,0.0,0.0,3.0
cgr_,0.0,0.0,0.0,0.0,0.0,3.0
cgr,0.0,0.0,0.0,0.0,0.0,3.0
cgs_,0.0,0.0,0.0,0.0,0.0,3.0
cgs,0.0,0.0,0.0,0.0,0.0,3.0
cgt_,0.0,0.0,0.0,0.0,0.0,3.0
cgt,0.0,0.0,0.0,0.0,0.0,3.0
cgu_,0.0,0.0,0.0,0.0,0.0,3.0
cgu,0.0,0.0,0.0,0.0,0.0,3.0
cgv_,0.0,0.0,0.0,0.0,0.0,3.0
cgv,0.0,0.0,0.0,0.0,0.0,3.0
cgw_,0.0,0.0,0.0,0.0,0.0,3.0
cgw,0.0,0.0,0.0,0.0,0.0,3.0
cgx_,0.0,0.0,0.0,0.0,0.0,3.0
cgx,0.0,0.0,0.0,0.0,0.0,3.0
cgy_,0.0,0.0,0.0,0.0,0.0,3.0
cgy,0.0,0.0,0.0,0.0,0.0,3.0
cgz_,0.0,0.0,0.0,0.0,0.0,3.0
cgz,0.0,0.0,0.0,0.0,0.0,3.0
cgŋ_,0.0,0.0,0.0,0.0,0.0,3.0
cgŋ,0.0,0.0,0.0,0.0,0.0,3.0
cha_,0.0,0.0,0.0,0.7000000000000001,0.0,0.3
cha,0.0,0.0,0.0,0.8,0.0,0.2
chb_,0.0,0.0,0.0,0.0,0.0,3.0
chb,0.0,0.0,0.0,0.0,0.0,3.0
chc_,0.0,0.0,0.0,0.0,0.0,3.0
chc,0.0,0.0,0.0,0.0,0.0,3.0
chd_,0.0,0.0,0.0,0.0,0.0,3.0
chd,0.0,0.0,0.0,0.0,0.0,3.0
che_,0.0,0.0,0.0,1.0,0.0,0.0
che,0.0,0.0,0.0,0.8999999999999999,0.0,0.1
chf_,0.0,0.0,0.0,0.0,0.0,3.0
chf,0.0,0.0,0.0,0.0,0.0,3.0
chg_,0.0,0.0,0.0,0.0,0.0,3.0
chg,0.0,0.0,0.0,0.0,0.0,3.0
chh_,0.0,0.0,0.0,0.0,0.0,3.0
chh,0.0,0.0,0.0,0.0,0.0,3.0
chi_,0.0,0.0,0.0,0.8,0.0,0.2
chi,0.0,0.0,0.0,1.0,0.0,0.0
chj_,0.0,0.0,0.0,0.0,0.0,3.0
chj,0.0,0.0,0.0,0.0,0.0,3.0
chk_,0.0,0.0,0.0,0.0,0.0,3.0
chk,0.0,0.0,0.0,0.0,0.0,3.0
chl_,0.0,0.0,0.0,0.0,0.0,3.0
chl,0.0,0.0,0.0,0.0,0.0,3.0
chm_,0.0,0.0,0.0,0.0,0.0,3.0
chm,0.0,0.0,0.0,0.1999999999999999,0.0,0.8
chn_,0.0,0.0,0.0,0.0,0.0,3.0
chn,0.0,0.0,0.0,0.0,0.0,3.0
cho_,0.0,0.0,0.0,0.7,0.0,0.3
cho,0.0,0.0,0.0,0.6,0.0,0.4000000000000001
chp_,0.0,0.0,0.0,0.0,0.0,3.0
chp,0.0,0.0,0.0,0.0,0.0,3.0
chq_,0.0,0.0,0.0,0.0,0.0,3.0
chq,0.0,0.0,0.0,0.0,0.0,3.0
chr_,0.0,0.0,0.0,0.0,0.0,3.0
chr,0.0,0.0,0.0,0.1999999999999999,0.0,0.8
chs_,0.0,0.0,0.0,0.0,0.0,3.0
chs,0.0,0.0,0.0,0.0,0.0,3.0
cht_,0.0,0.0,0.0,0.0,0.0,3.0
cht,0.0,0.0,0.0,0.0,0.0,3.0
chu_,0.0,0.0,0.0,0.0,0.0,3.0
chu,0.0,0.0,0.0,0.1999999999999999,0.0,0.8
chv_,0.0,0.0,0.0,0.0,0.0,3.0
chv,0.0,0.0,0.0,0.0,0.0,3.0
chw_,0.0,0.0,0.0,0.0,0.0,3.0
chw,0.0,0.0,0.0,0.0,0.0,3.0
chx_,0.0,0.0,0.0,0.0,0.0,3.0
chx,0.0,0.0,0.0,0.0,0.0,3.0
chy_,0.0,0.0,0.0,0.0,0.0,3.0
chy,0.0,0.0,0.0,0.0,0.0,3.0
chz_,0.0,0.0,0.0,0.0,0.0,3.0
chz,0.0,0.0,0.0,0.0,0.0,3.0
chŋ_,0.0,0.0,0.0,0.0,0.0,3.0
chŋ,0.0,0.0,0.0,0.0,0.0,3.0
cia_,0.0,0.0,0.0,1.0,0.0,0.0
cia,0.0294117647058823,0.0,0.0,0.9705882352941176,0.0,0.0
cib_,0.0,0.0,0.0,0.0,0.0,3.0
cib,0.0,0.0,0.0,0.63,0.07,0.3
cic_,0.0,0.0,0.0,0.0,0.0,3.0
cic,0.0,0.0,0.0,0.6,0.2,0.2
cid_,0.0,0.0,0.0,0.0,0.0,3.0
cid,0.0,0.0,0.0,0.9558823529411764,0.0441176470588235,0.0
cie_,0.0,0.0,0.0,0.6,0.0,0.4000000000000001
cie,0.0,0.0,0.0,1.0,0.0,0.0
cif_,0.0,0.0,0.0,0.0,0.0,3.0
cif,0.0,0.0,0.0,0.6,0.0,0.4
cig_,0.0,0.0,0.0,0.0,0.0,3.0
cig,0.0,0.0,0.0,0.0,0.5,0.5
cih_,0.0,0.0,0.0,0.0,0.0,3.0
cih,0.0,0.0,0.0,0.0,0.5,0.5
cii_,0.0,0.0,0.0,0.0,0.0,3.0
cii,0.0,0.0,0.0,0.0,0.0,3.0
cij_,0.0,0.0,0.0,0.0,0.0,3.0
cij,0.0,0.0,0.0,0.0,0.0,3.0
cik_,0.1666666666666666,0.0,0.0,0.0,0.3333333333333333,0.5
cik,0.0428571428571428,0.0,0.0,0.0,0.9571428571428572,0.0
cil_,0.1875,0.0,0.0,0.0625,0.25,0.5
cil,0.0425531914893617,0.0,0.0,0.2234042553191489,0.7340425531914894,0.0
cim_,0.0,0.0,0.0,0.0,0.5,0.5
cim,0.0225,0.0,0.0,0.495,0.3825,0.1
cin_,0.0833333333333333,0.0,0.0,0.0,0.4166666666666667,0.5
cin,0.0875,0.0,0.0,0.4125,0.4,0.1
cio_,0.0,0.0,0.0,0.9,0.0,0.1
cio,0.0,0.0,0.0,1.0,0.0,0.0
cip_,0.0,0.0,0.0,0.0,0.3,0.7
cip,0.1774193548387097,0.0,0.0,0.8064516129032258,0.0161290322580645,0.0
ciq_,0.0,0.0,0.0,0.0,0.0,3.0
ciq,0.0,0.0,0.0,0.1999999999999999,0.0,0.8
cir_,0.0,0.0,0.0,0.4499999999999999,0.15,0.4
cir,0.0914285714285714,0.0,0.0,0.3657142857142857,0.3428571428571428,0.2
cis_,0.1142857142857142,0.0,0.0,0.1714285714285714,0.1142857142857142,0.6
cis,0.0,0.0,0.0,0.4040816326530612,0.4959183673469388,0.1
cit_,0.24,0.0,0.0,0.08,0.08,0.6
cit,0.1,0.0,0.0,0.8,0.0,0.1
ciu_,0.0,0.0,0.0,0.3,0.0,0.7
ciu,0.0,0.0,0.0,0.8,0.0,0.2
civ_,0.0,0.0,0.0,0.0,0.0,3.0
civ,0.0,0.0,0.0,0.35,0.25,0.4000000000000001
ciw_,0.0,0.0,0.0,0.0,0.0,3.0
ciw,0.0,0.0,0.0,0.0,0.0,3.0
cix_,0.0,0.0,0.0,0.0,0.0,3.0
cix,0.0,0.0,0.0,0.0,0.0,3.0
ciy_,0.0,0.0,0.0,0.0,0.0,3.0
ciy,0.0,0.0,0.0,0.0,0.5,0.5
ciz_,0.0,0.0,0.0,0.0,0.0,3.0
ciz,0.0,0.0,0.0,0.2727272727272727,0.3272727272727272,0.3999999999999999
ciŋ_,0.6,0.0,0.0,0.0,0.0,0.3999999999999999
ciŋ,0.0,0.0,0.0,0.0,0.0,3.0
cja_,0.0,0.0,0.0,0.0,0.0,3.0
cja,0.0,0.0,0.0,0.0,0.0,3.0
cjb_,0.0,0.0,0.0,0.0,0.0,3.0
cjb,0.0,0.0,0.0,0.0,0.0,3.0
cjc_,0.0,0.0,0.0,0.0,0.0,3.0
cjc,0.0,0.0,0.0,0.0,0.0,3.0
cjd_,0.0,0.0,0.0,0.0,0.0,3.0
cjd,0.0,0.0,0.0,0.0,0.0,3.0
cje_,0.0,0.0,0.0,0.0,0.0,3.0
cje,0.0,0.0,0.0,0.0,0.0,3.0
cjf_,0.0,0.0,0.0,0.0,0.0,3.0
cjf,0.0,0.0,0.0,0.0,0.0,3.0
cjg_,0.0,0.0,0.0,0.0,0.0,3.0
cjg,0.0,0.0,0.0,0.0,0.0,3.0
cjh_,0.0,0.0,0.0,0.0,0.0,3.0
cjh,0.0,0.0,0.0,0.0,0.0,3.0
cji_,0.0,0.0,0.0,0.0,0.0,3.0
cji,0.0,0.0,0.0,0.0,0.0,3.0
cjj_,0.0,0.0,0.0,0.0,0.0,3.0
cjj,0.0,0.0,0.0,0.0,0.0,3.0
cjk_,0.0,0.0,0.0,0.0,0.0,3.0
cjk,0.0,0.0,0.0,0.0,0.0,3.0
cjl_,0.0,0.0,0.0,0.0,0.0,3.0
cjl,0.0,0.0,0.0,0.0,0.0,3.0
cjm_,0.0,0.0,0.0,0.0,0.0,3.0
cjm,0.0,0.0,0.0,0.0,0.0,3.0
cjn_,0.0,0.0,0.0,0.0,0.0,3.0
cjn,0.0,0.0,0.0,0.0,0.0,3.0
cjo_,0.0,0.0,0.0,0.0,0.0,3.0
cjo,0.0,0.0,0.0,0.0,0.0,3.0
cjp_,0.0,0.0,0.0,0.0,0.0,3.0
cjp,0.0,0.0,0.0,0.0,0.0,3.0
cjq_,0.0,0.0,0.0,0.0,0.0,3.0
cjq,0.0,0.0,0.0,0.0,0.0,3.0
cjr_,0.0,0.0,0.0,0.0,0.0,3.0
cjr,0.0,0.0,0.0,0.0,0.0,3.0
cjs_,0.0,0.0,0.0,0.0,0.0,3.0
cjs,0.0,0.0,0.0,0.0,0.0,3.0
cjt_,0.0,0.0,0.0,0.0,0.0,3.0
cjt,0.0,0.0,0.0,0.0,0.0,3.0
cju_,0.0,0.0,0.0,0.0,0.0,3.0
cju,0.0,0.0,0.0,0.0,0.0,3.0
cjv_,0.0,0.0,0.0,0.0,0.0,3.0
cjv,0.0,0.0,0.0,0.0,0.0,3.0
cjw_,0.0,0.0,0.0,0.0,0.0,3.0
cjw,0.0,0.0,0.0,0.0,0.0,3.0
cjx_,0.0,0.0,0.0,0.0,0.0,3.0
cjx,0.0,0.0,0.0,0.0,0.0,3.0
cjy_,0.0,0.0,0.0,0.0,0.0,3.0
cjy,0.0,0.0,0.0,0.0,0.0,3.0
cjz_,0.0,0.0,0.0,0.0,0.0,3.0
cjz,0.0,0.0,0.0,0.0,0.0,3.0
cjŋ_,0.0,0.0,0.0,0.0,0.0,3.0
cjŋ,0.0,0.0,0.0,0.0,0.0,3.0
cka_,0.0,0.0,0.0,0.0,0.1999999999999999,0.8
cka,0.0,0.0,0.0,0.0,0.0,3.0
ckb_,0.0,0.0,0.0,0.0,0.0,3.0
ckb,0.0,0.0,0.0,0.0,0.0,3.0
ckc_,0.0,0.0,0.0,0.0,0.0,3.0
ckc,0.0,0.0,0.0,0.0,0.0,3.0
ckd_,0.0,0.0,0.0,0.0,0.0,3.0
ckd,0.0,0.0,0.0,0.0,0.0,3.0
cke_,0.0,0.0,0.0,0.0,0.1999999999999999,0.8
cke,0.0,0.0,0.0,0.0,0.0,3.0
ckf_,0.0,0.0,0.0,0.0,0.0,3.0
ckf,0.0,0.0,0.0,0.0,0.0,3.0
ckg_,0.0,0.0,0.0,0.0,0.0,3.0
ckg,0.0,0.0,0.0,0.0,0.0,3.0
ckh_,0.0,0.0,0.0,0.0,0.0,3.0
ckh,0.0,0.0,0.0,0.0,0.0,3.0
cki_,0.0,0.0,0.0,0.0,0.1999999999999999,0.8
cki,0.0999999999999999,0.0,0.0,0.0,0.0999999999999999,0.8
ckj_,0.0,0.0,0.0,0.0,0.0,3.0
ckj,0.0,0.0,0.0,0.0,0.0,3.0
ckk_,0.0,0.0,0.0,0.0,0.0,3.0
ckk,0.0,0.0,0.0,0.0,0.0,3.0
ckl_,0.0,0.0,0.0,0.0,0.0,3.0
ckl,0.0,0.0,0.0,0.0,0.0,3.0
ckm_,0.0,0.0,0.0,0.0,0.0,3.0
ckm,0.0,0.0,0.0,0.0,0.0,3.0
ckn_,0.0,0.0,0.0,0.0,0.0,3.0
ckn,0.0,0.0,0.0,0.0,0.0,3.0
cko_,0.0,0.0,0.0,0.0,0.0,3.0
cko,0.0,0.0,0.0,0.0,0.0,3.0
ckp_,0.0,0.0,0.0,0.0,0.0,3.0
ckp,0.0,0.0,0.0,0.0,0.0,3.0
ckq_,0.0,0.0,0.0,0.0,0.0,3.0
ckq,0.0,0.0,0.0,0.0,0.0,3.0
ckr_,0.0,0.0,0.0,0.0,0.0,3.0
ckr,0.0,0.0,0.0,0.0,0.0,3.0
cks_,0.0,0.0,0.0,0.0,0.0,3.0
cks,0.0,0.0,0.0,0.0,0.0,3.0
ckt_,0.0,0.0,0.0,0.0,0.0,3.0
ckt,0.0,0.0,0.0,0.0,0.0,3.0
cku_,0.0,0.0,0.0,0.0,0.0,3.0
cku,0.0,0.0,0.0,0.0,0.0,3.0
ckv_,0.0,0.0,0.0,0.0,0.0,3.0
ckv,0.0,0.0,0.0,0.0,0.0,3.0
ckw_,0.0,0.0,0.0,0.0,0.0,3.0
ckw,0.0,0.0,0.0,0.0,0.0,3.0
ckx_,0.0,0.0,0.0,0.0,0.0,3.0
ckx,0.0,0.0,0.0,0.0,0.0,3.0
cky_,0.0,0.0,0.0,0.0,0.0,3.0
cky,0.0,0.0,0.0,0.0,0.0,3.0
ckz_,0.0,0.0,0.0,0.0,0.0,3.0
ckz,0.0,0.0,0.0,0.0,0.0,3.0
ckŋ_,0.0,0.0,0.0,0.0,0.0,3.0
ckŋ,0.0,0.0,0.0,0.0,0.0,3.0
cla_,0.0,0.0,0.0,0.2,0.1,0.7
cla,0.0,0.0,0.0,0.6753246753246753,0.3246753246753247,0.0
clb_,0.0,0.0,0.0,0.0,0.0,3.0
clb,0.0,0.0,0.0,0.0,0.0,3.0
clc_,0.0,0.0,0.0,0.0,0.0,3.0
clc,0.0,0.0,0.0,0.0,0.0,3.0
cld_,0.0,0.0,0.0,0.0,0.0,3.0
cld,0.0,0.0,0.0,0.0,0.0,3.0
cle_,0.0,0.0,0.0,0.0,0.1999999999999999,0.8
cle,0.0,0.0,0.0,0.2769230769230769,0.323076923076923,0.4
clf_,0.0,0.0,0.0,0.0,0.0,3.0
clf,0.0,0.0,0.0,0.0,0.0,3.0
clg_,0.0,0.0,0.0,0.0,0.0,3.0
clg,0.0,0.0,0.0,0.0,0.0,3.0
clh_,0.0,0.0,0.0,0.0,0.0,3.0
clh,0.0,0.0,0.0,0.0,0.0,3.0
cli_,0.0,0.0,0.0,0.0,0.5,0.5
cli,0.035,0.0,0.0,0.455,0.21,0.3
clj_,0.0,0.0,0.0,0.0,0.0,3.0
clj,0.0,0.0,0.0,0.0,0.0,3.0
clk_,0.0,0.0,0.0,0.0,0.0,3.0
clk,0.0,0.0,0.0,0.0,0.0,3.0
cll_,0.0,0.0,0.0,0.0,0.0,3.0
cll,0.0,0.0,0.0,0.0,0.0,3.0
clm_,0.0,0.0,0.0,0.0,0.0,3.0
clm,0.0,0.0,0.0,0.0,0.0,3.0
cln_,0.0,0.0,0.0,0.0,0.0,3.0
cln,0.0,0.0,0.0,0.0,0.0,3.0
clo_,0.0,0.0,0.0,0.1999999999999999,0.0,0.8
clo,0.0583333333333333,0.0,0.0,0.6416666666666667,0.0,0.3
clp_,0.0,0.0,0.0,0.0,0.0,3.0
clp,0.0,0.0,0.0,0.0,0.0,3.0
clq_,0.0,0.0,0.0,0.0,0.0,3.0
clq,0.0,0.0,0.0,0.0,0.0,3.0
clr_,0.0,0.0,0.0,0.0,0.0,3.0
clr,0.0,0.0,0.0,0.0,0.0,3.0
cls_,0.0,0.0,0.0,0.0,0.0,3.0
cls,0.0,0.0,0.0,0.0,0.0,3.0
clt_,0.0,0.0,0.0,0.0,0.0,3.0
clt,0.0,0.0,0.0,0.0,0.0,3.0
clu_,0.0,0.0,0.0,0.0,0.4,0.6
clu,0.0,0.0,0.0,0.8742857142857143,0.0257142857142857,0.1
clv_,0.0,0.0,0.0,0.0,0.0,3.0
clv,0.0,0.0,0.0,0.0,0.0,3.0
clw_,0.0,0.0,0.0,0.0,0.0,3.0
clw,0.0,0.0,0.0,0.0,0.0,3.0
clx_,0.0,0.0,0.0,0.0,0.0,3.0
clx,0.0,0.0,0.0,0.0,0.0,3.0
cly_,0.0,0.0,0.0,0.0,0.0,3.0
cly,0.0,0.0,0.0,0.0,0.0,3.0
clz_,0.0,0.0,0.0,0.0,0.0,3.0
clz,0.0,0.0,0.0,0.0,0.0,3.0
clŋ_,0.0,0.0,0.0,0.0,0.0,3.0
clŋ,0.0,0.0,0.0,0.0,0.0,3.0
cma_,0.0,0.0,0.0,0.0,0.3,0.7
