,aus,ban,fin,rom,tur,rand
ei,0.06711993072873004,0.10807948771814642,0.712692923542594,0.0901381070373169,0.0,0.021969550973212567
ej_,0.0,0.0,0.0,0.19882468168462283,0.0,0.8011753183153771
_ej,0.11246537396121876,0.0,0.0,0.44986149584487534,0.0,0.4376731301939058
ej,0.18641462408753226,0.31226836972794086,0.1782830478200985,0.255439524964826,0.0,0.0675944333996024
ek_,0.21101077171522817,0.0,0.010770541277258567,0.0,0.7268168178486348,0.051401869158878524
_ek,0.12227807164516025,0.07219451681476996,0.0961604252743493,0.0,0.6122065346748892,0.09716045159083135
ek,0.11328510316840268,0.3205142392647523,0.20291482638386696,0.0,0.3474654688456472,0.015820362337330956
el_,0.18450176376848867,0.0,0.49416480708230587,0.10016558495589949,0.2008649651784949,0.020302879014811117
_el,0.030375079731760513,0.08626685544292387,0.32317559201746776,0.15242537673279763,0.3525290476729404,0.05522804840210985
el,0.09998005363706905,0.1320875009018938,0.3719435337616152,0.1491683259527287,0.23959115772202802,0.007229428024665107
em_,0.07280227479487611,0.0,0.4052920455476366,0.08818171627150942,0.35536512699788303,0.07835883638809485
_em,0.0800302095619478,0.0630806997918026,0.0946210496877039,0.40244702855992537,0.2492588794630372,0.11056213293558312
em,0.20535644095423428,0.17423117051777354,0.20500333124153644,0.18972551290326914,0.21604385708523796,0.009639687297948627
en_,0.04853553491627908,0.0,0.4525560175378182,0.09197631460234366,0.39759625346127586,0.009335879482283049
_en,0.03313661857287336,0.08764808488107419,0.32581155698865444,0.4061776524748192,0.09986168677700209,0.04736440030557679
en,0.14358900992315085,0.17894142947028416,0.1850825662698809,0.3357312474029538,0.15066841779307447,0.005987329140655823
eo_,0.0,0.5961919510306608,0.05899447834931706,0.26190955223213286,0.0,0.08290401838788937
_eo,0.0,0.0,0.0,0.0,0.0,3.0
eo,0.0,0.2524233215461882,0.2770517653098598,0.41243046199032574,0.0,0.05809445115362614
ep_,0.09464596782457217,0.0,0.08112511527820472,0.06240393482938824,0.5730761348498822,0.18874884721795268
_ep,0.20877712031558188,0.0,0.22307692307692298,0.2545364891518737,0.057199211045364885,0.25641025641025644
ep,0.2022238478821278,0.281605433220012,0.09031225214737221,0.24812911436993437,0.14594703706306011,0.03178231531749346
eq_,0.0,0.0,0.0,0.0,0.0,3.0
_eq,0.0,0.0,0.0,0.4279690794096978,0.0,0.5720309205903022
eq,0.0,0.0,0.0,0.5429127157792365,0.09871140286895207,0.35837588135181137
er_,0.09668963008435075,0.0,0.13189229825724405,0.3535502576084432,0.38768948757533916,0.030178326474622773
_er,0.03605156491579957,0.0,0.2893619147903282,0.11585611263962839,0.5003124560433626,0.058417951610881286
er,0.22369716724796915,0.03610150297345184,0.12951503222323338,0.35642855971688586,0.24976707105263782,0.0044906667858220055
es_,0.02597228768026666,0.0,0.3560960934523779,0.5652036531355435,0.032450364624400485,0.02027760110741143
_es,0.006738748992270115,0.0011636772200152386,0.18538156519813226,0.6293182738154321,0.13044937796663836,0.046948356807511735
es,0.029126978288389237,0.1658742066826612,0.26360184872202463,0.4457696812698787,0.08674034664218086,0.008886938394865325
et_,0.07917603903877779,0.0,0.439711717100651,0.04019066498592073,0.4053629757498036,0.035558603124846946
_et,0.052769305420768055,0.04221544433661444,0.3458725990596899,0.06449581773649429,0.42338660885195095,0.07126022459448218
et,0.08325996848589841,0.11553724757946257,0.3184283864705681,0.18121881390161595,0.29107614209140004,0.01047944147105511
eu_,0.0,0.13079896907216496,0.0,0.5667955326460481,0.0,0.302405498281787
_eu,0.0,0.16215352663950794,0.3567377586069175,0.11350746864765557,0.0,0.36760124610591904
eu,0.0,0.4277970695978086,0.35853560388771016,0.17206977643154145,0.0,0.041597550082939916
ev_,0.0,0.0,0.7509960159362551,0.05776892430278882,0.0,0.19123505976095617
_ev,0.0,0.0,0.05865536723163841,0.4135367231638418,0.4125536723163841,0.11525423728813558
ev,0.0,0.10418986990515919,0.2982814819983432,0.2605454975549966,0.3087644556561393,0.028218694885361544
ew_,0.12424767928185244,0.0,0.0,0.0,0.7661940222380904,0.10955829848005713
_ew,0.0,0.0,0.0,0.0,0.4279690794096978,0.5720309205903022
ew,0.15624958167216066,0.42342405657318094,0.0,0.0,0.35773015857353985,0.06259620318111851
ex_,0.0,0.0,0.0,0.0,0.0,3.0
_ex,0.0,0.0,0.0,0.8627808136004856,0.0,0.13721918639951428
ex,0.0,0.0,0.0,0.8538138001591452,0.0,0.14618619984085485
ey_,0.0,0.0,0.0,0.11272252163971908,0.7824269149109914,0.10485056344928957
_ey,0.041696621135873475,0.0,0.0,0.0,0.5907021327582076,0.36760124610591904
ey,0.011655492899934521,0.07693767293257754,0.0,0.010687535013254984,0.8721757002892011,0.028543598865031983
ez_,0.0,0.0,0.0,0.3944140862173649,0.46836672738312085,0.13721918639951428
_ez,0.0,0.0,0.0,0.0,0.27151136870263043,0.7284886312973696
ez,0.0,0.38769488173393424,0.0,0.3204255601992683,0.2666349119173151,0.025244646149482342
eŋ_,0.8477797664706385,0.0,0.0,0.0,0.06920651154862352,0.08301372198073809
_eŋ,0.12570069091383126,0.0,0.12824523931289672,0.0427484131042989,0.5236680605276617,0.17963759614131147
eŋ,0.3957750384617894,0.22990141184089577,0.05234164840840154,0.040698272636827876,0.2510971829580932,0.030186445693992314
fa_,0.0,0.8284023668639052,0.0,0.04142011834319524,0.0,0.13017751479289938
_fa,0.0,0.35756123073450835,0.0,0.5931243191159683,0.0,0.04931445014952321
fa,0.0,0.6324943914602571,0.0,0.33421450801110475,0.0,0.033291100528638214
fb_,0.0,0.0,0.0,0.0,0.0,3.0
_fb,0.0,0.0,0.0,0.0,0.0,3.0
fb,0.0,0.0,0.0,0.0,0.0,3.0
fc_,0.0,0.0,0.0,0.0,0.0,3.0
_fc,0.0,0.0,0.0,0.0,0.0,3.0
fc,0.0,0.0,0.0,0.0,0.0,3.0
fd_,0.0,0.0,0.0,0.0,0.0,3.0
_fd,0.0,0.0,0.0,0.0,0.0,3.0
fd,0.0,0.0,0.0,0.0,0.0,3.0
fe_,0.0,0.3929349141059763,0.0,0.24558432131623512,0.0,0.36148076457778855
_fe,0.0,0.12896179618832132,0.0,0.7720041771821425,0.0,0.09903402662953617
fe,0.0,0.15216281276932328,0.0,0.7858913898034255,0.0,0.061945797427251155
ff_,0.0,0.0,0.0,0.0,0.0,3.0
_ff,0.0,0.0,0.0,0.0,0.0,3.0
ff,0.0,0.0,0.0,0.8349744484606756,0.0,0.1650255515393244
fg_,0.0,0.0,0.0,0.0,0.0,3.0
_fg,0.0,0.0,0.0,0.0,0.0,3.0
fg,0.0,0.0,0.0,0.0,0.0,3.0
fh_,0.0,0.0,0.0,0.0,0.0,3.0
_fh,0.0,0.0,0.0,0.0,0.0,3.0
fh,0.0,0.0,0.0,0.0,0.0,3.0
fi_,0.0,0.6655737704918032,0.0,0.0,0.0,0.33442622950819667
_fi,0.0,0.20439767495754252,0.0,0.7456080321535178,0.0,0.04999429288893961
fi,0.0,0.3980905298871105,0.0,0.5605354499292714,0.0,0.04137402018361819
fj_,0.0,0.0,0.0,0.0,0.0,3.0
_fj,0.0,0.0,0.0,0.0,0.0,3.0
fj,0.0,0.0,0.0,0.0,0.0,3.0
fk_,0.0,0.0,0.0,0.0,0.0,3.0
_fk,0.0,0.0,0.0,0.0,0.0,3.0
fk,0.0,0.0,0.0,0.0,0.0,3.0
fl_,0.0,0.0,0.0,0.0,0.0,3.0
_fl,0.0,0.0,0.0,0.6990074944298157,0.0,0.30099250557018437
fl,0.0,0.0,0.0,0.8064699205448355,0.0,0.1935300794551646
fm_,0.0,0.0,0.0,0.0,0.0,3.0
_fm,0.0,0.0,0.0,0.0,0.0,3.0
fm,0.0,0.0,0.0,0.20484359233097876,0.0,0.7951564076690213
fn_,0.0,0.0,0.0,0.0,0.0,3.0
_fn,0.0,0.0,0.0,0.0,0.0,3.0
fn,0.0,0.0,0.0,0.20484359233097876,0.0,0.7951564076690213
fo_,0.0,0.18910107126222642,0.0,0.4727526781555659,0.0,0.3381462505822078
_fo,0.0,0.13207188546154466,0.0,0.7606282024892028,0.0,0.10729991204925242
fo,0.0,0.12841166271918822,0.0,0.7702241670757346,0.0,0.10136417020507726
fp_,0.0,0.0,0.0,0.0,0.0,3.0
_fp,0.0,0.0,0.0,0.0,0.0,3.0
fp,0.0,0.0,0.0,0.0,0.0,3.0
fq_,0.0,0.0,0.0,0.0,0.0,3.0
_fq,0.0,0.0,0.0,0.0,0.0,3.0
fq,0.0,0.0,0.0,0.0,0.0,3.0
fr_,0.0,0.0,0.0,0.0,0.0,3.0
_fr,0.0,0.0,0.0,0.8161068603293995,0.0,0.18389313967060048
fr,0.0,0.0,0.0,0.8518770556878758,0.0,0.1481229443121243
fs_,0.0,0.0,0.0,0.0,0.0,3.0
_fs,0.0,0.0,0.0,0.0,0.0,3.0
fs,0.0,0.0,0.0,0.0,0.0,3.0
ft_,0.0,0.0,0.0,0.0,0.0,3.0
_ft,0.0,0.0,0.0,0.0,0.0,3.0
ft,0.0,0.0,0.0,0.20484359233097876,0.0,0.7951564076690213
fu_,0.0,0.8993153443415224,0.0,0.0,0.0,0.10068465565847766
_fu,0.0,0.546265118672922,0.0,0.40610735000098974,0.0,0.04762753132608825
fu,0.0,0.7330948763110832,0.0,0.22829657018746233,0.0,0.03860855350145443
fv_,0.0,0.0,0.0,0.0,0.0,3.0
_fv,0.0,0.0,0.0,0.0,0.0,3.0
fv,0.0,0.0,0.0,0.0,0.0,3.0
fw_,0.0,0.0,0.0,0.0,0.0,3.0
_fw,0.0,0.0,0.0,0.0,0.0,3.0
fw,0.0,0.16013673415724428,0.0,0.0,0.0,0.8398632658427557
fx_,0.0,0.0,0.0,0.0,0.0,3.0
_fx,0.0,0.0,0.0,0.0,0.0,3.0
fx,0.0,0.0,0.0,0.0,0.0,3.0
fy_,0.0,0.0,0.0,0.0,0.0,3.0
_fy,0.0,0.0,0.0,0.0,0.0,3.0
fy,0.0,0.0,0.0,0.0,0.0,3.0
fz_,0.0,0.0,0.0,0.0,0.0,3.0
_fz,0.0,0.0,0.0,0.0,0.0,3.0
fz,0.0,0.0,0.0,0.0,0.0,3.0
fŋ_,0.0,0.0,0.0,0.0,0.0,3.0
_fŋ,0.0,0.0,0.0,0.0,0.0,3.0
fŋ,0.0,0.0,0.0,0.0,0.0,3.0
ga_,0.2118248713451037,0.15027022503442658,0.12533033346077624,0.07281417987175696,0.3875532595578858,0.052207130730050955
_ga,0.6041418525347257,0.09456167757874484,0.010802094250528067,0.1321974022793723,0.1309551121759177,0.02734186118071124
ga,0.42926154235494723,0.12883398033883095,0.04672399653881357,0.12306006520336284,0.24987432249082742,0.022246093073218065
gb_,0.0,0.0,0.0,0.0,0.0,3.0
_gb,0.0,0.0,0.0,0.0,0.0,3.0
gb,0.0,0.0,0.0,0.20484359233097876,0.0,0.7951564076690213
gc_,0.0,0.0,0.0,0.0,0.0,3.0
_gc,0.0,0.0,0.0,0.0,0.0,3.0
gc,0.0,0.0,0.0,0.0,0.0,3.0
gd_,0.0,0.0,0.0,0.0,0.0,3.0
_gd,0.0,0.0,0.0,0.0,0.0,3.0
gd,0.0,0.0,0.013343760414457529,0.0,0.7062308752688824,0.2804253643166601
ge_,0.01809398174557901,0.05215324150196302,0.09900837593071073,0.1353179796352844,0.621838286560108,0.07358813462635483
_ge,0.15619418289650874,0.11071854187271987,0.06739599447255251,0.14296263983577318,0.48761369281884687,0.0351149481035988
ge,0.08266320184334042,0.15002098853512966,0.18675869738446324,0.15829321391232612,0.39288331374197527,0.029380584582765417
gf_,0.0,0.0,0.0,0.0,0.0,3.0
_gf,0.0,0.0,0.0,0.0,0.0,3.0
gf,0.0,0.0,0.0,0.0,0.0,3.0
gg_,0.0,0.0,0.0,0.0,0.0,3.0
_gg,0.0,0.0,0.0,0.0,0.0,3.0
gg,0.0,0.0,0.0,0.79296875,0.0,0.20703125000000003
gh_,0.0,0.0,0.0,0.0,0.0,3.0
_gh,0.0,0.5819184123484014,0.0,0.0895259095920617,0.0,0.328555678059537
gh,0.0,0.5228737540233648,0.0,0.28872756462712273,0.0,0.18839868134951254
gi_,0.14737681364904953,0.016657235017825813,0.08216808976317963,0.08415620308448206,0.6116370181142331,0.05800464037122971
_gi,0.21969112349639522,0.03738259851146623,0.0,0.24497139393581002,0.4478585449426482,0.05009633911368015
gi,0.13814334633851139,0.04448045857899545,0.07121570045709065,0.25574575426477825,0.46549729815107765,0.024917442209546687
gj_,0.0,0.0,0.0,0.0,0.0,3.0
_gj,0.0,0.0,0.0,0.0,0.0,3.0
gj,0.11271515824541915,0.0,0.0,0.0,0.0,0.8872848417545808
gk_,0.0,0.0,0.0,0.0,0.0,3.0
_gk,0.0,0.0,0.0,0.0,0.0,3.0
gk,0.0,0.0,0.46031746031746035,0.0,0.0,0.5396825396825397
gl_,0.0,0.0,0.0,0.0,0.0,3.0
_gl,0.0,0.0,0.0,0.0,0.0,3.0
gl,0.01495669863185097,0.0,0.06418670439846859,0.36086146687612886,0.40029748776347784,0.1596976423300738
gm_,0.0,0.0,0.0,0.0,0.0,3.0
_gm,0.0,0.0,0.0,0.0,0.0,3.0
gm,0.058049092947178145,0.03250749205041975,0.2507720815318098,0.1021664035870336,0.26702582755701965,0.28947910232653906
gn_,0.0,0.0,0.0,0.0,0.0,3.0
_gn,0.0,0.0,0.0,0.0,0.0,3.0
gn,0.06318866657675104,0.0,0.19827338225151997,0.5500414225504365,0.03660503889428515,0.15189148972700742
go_,0.3689814904046926,0.21310587711239182,0.0,0.31651782750504875,0.0,0.10139480497786688
_go,0.09237319619425025,0.09696672850698468,0.024545894239036973,0.14921829242837736,0.5969130855359078,0.039982803095442825
go,0.16759906071530284,0.28182526005123826,0.05180157457866918,0.2223428983443726,0.23779330508512966,0.03863790122528754
gp_,0.0,0.0,0.0,0.0,0.0,3.0
_gp,0.0,0.0,0.0,0.0,0.0,3.0
gp,0.0,0.1934561626429479,0.32242693773824654,0.0,0.0,0.4841168996188056
gq_,0.0,0.0,0.0,0.0,0.0,3.0
_gq,0.0,0.0,0.0,0.0,0.0,3.0
gq,0.0,0.0,0.0,0.0,0.11271515824541915,0.8872848417545808
gr_,0.0,0.0,0.0,0.0,0.0,3.0
_gr,0.0,0.0,0.0,0.8423236514522822,0.0,0.15767634854771784
gr,0.05434717316275824,0.0,0.02729552089195784,0.5428886051692771,0.23902628703723267,0.13644241373877428
gs_,0.0,0.0,0.19882468168462283,0.0,0.0,0.8011753183153771
_gs,0.0,0.0,0.0,0.0,0.0,3.0
gs,0.0,0.0,0.44034707158351416,0.0,0.0,0.5596529284164858
gt_,0.0,0.0,0.0,0.0,0.0,3.0
_gt,0.0,0.0,0.0,0.0,0.0,3.0
gt,0.0,0.0,0.0,0.0,0.5377902446626149,0.4622097553373852
gu_,0.18549795845637673,0.07048922421342317,0.28587296486554953,0.018240632581543716,0.33369021637874885,0.10620900350435797
_gu,0.3693150468556326,0.019854469102439813,0.018814204125759112,0.19300324589199333,0.35752542194926407,0.04148761207491113
gu,0.25725522380975513,0.11862721892329428,0.15125353977470057,0.20649527831157302,0.23950767979317258,0.02686105938750447
gv_,0.0,0.0,0.0,0.0,0.0,3.0
_gv,0.0,0.0,0.0,0.0,0.0,3.0
gv,0.0,0.0,0.0,0.0,0.0,3.0
gw_,0.0,0.0,0.0,0.0,0.0,3.0
_gw,0.0,0.4519145146927872,0.0,0.0,0.09038290293855744,0.45770258236865535
gw,0.0,0.6087982680295286,0.0,0.0,0.08285420215786485,0.3083475298126065
gx_,0.0,0.0,0.0,0.0,0.0,3.0
_gx,0.0,0.0,0.0,0.0,0.0,3.0
gx,0.0,0.0,0.0,0.0,0.0,3.0
gy_,0.0,0.0,0.0,0.0,0.0,3.0
_gy,0.0,0.0,0.0,0.0,0.0,3.0
gy,0.0,0.0,0.0,0.0,0.0,3.0
gz_,0.0,0.0,0.0,0.0,0.0,3.0
_gz,0.0,0.0,0.0,0.0,0.0,3.0
gz,0.0,0.0,0.0,0.0,0.4188707559557306,0.5811292440442694
gŋ_,0.0,0.0,0.0,0.0,0.0,3.0
_gŋ,0.0,0.0,0.0,0.0,0.0,3.0
gŋ,0.0,0.0,0.0,0.0,0.0,3.0
ha_,0.3284506195901532,0.3827315802157799,0.14023205010455747,0.0934479054779807,0.0,0.05513784461152884
_ha,0.21259153039518477,0.3224844402666457,0.2036866154637529,0.05093091744958945,0.19988457677446567,0.010421919650361404
ha,0.3458054486565124,0.38276565482716207,0.1346365488061133,0.047540500627468917,0.07729245339619072,0.011959393686552636
hb_,0.0,0.0,0.0,0.0,0.0,3.0
_hb,0.0,0.0,0.0,0.0,0.0,3.0
hb,0.1358995815899581,0.0,0.0,0.0,0.37372384937238484,0.4903765690376569
hc_,0.0,0.0,0.0,0.0,0.0,3.0
_hc,0.0,0.0,0.0,0.0,0.0,3.0
hc,0.0,0.0,0.0,0.0,0.5191815856777493,0.4808184143222506
hd_,0.0,0.0,0.0,0.0,0.0,3.0
_hd,0.0,0.0,0.0,0.0,0.0,3.0
hd,0.0,0.0,0.8301640243611558,0.0,0.010195138369880364,0.15964083726896391
he_,0.03275055972606347,0.16709469247991568,0.3856545502436454,0.28071908336625834,0.01604109047807191,0.11774002370604501
_he,0.11491706103871976,0.13576137341438363,0.4581824703733272,0.11438012399791062,0.14028632565979554,0.0364726455158631
he,0.08197174019937566,0.29372876561879047,0.40668601980078484,0.15042168891051028,0.04459778430898979,0.022594001161548978
hf_,0.0,0.0,0.0,0.0,0.0,3.0
_hf,0.0,0.0,0.0,0.0,0.0,3.0
hf,0.0,0.16013673415724428,0.0,0.0,0.0,0.8398632658427557
hg_,0.0,0.0,0.0,0.0,0.0,3.0
_hg,0.0,0.0,0.0,0.0,0.0,3.0
hg,0.0,0.0,0.0,0.0,0.20484359233097876,0.7951564076690213
hh_,0.0,0.0,0.0,0.0,0.0,3.0
_hh,0.0,0.0,0.0,0.0,0.0,3.0
hh,0.0,0.0,0.0,0.0,0.0,3.0
hi_,0.2252038655749882,0.4607562999365068,0.08961931409309547,0.16145892512214524,0.008649585274400637,0.054312009998863764
_hi,0.4054940437784383,0.1372066043869239,0.27266581610073937,0.05289182495456087,0.11700146271174801,0.01474024806758943
hi,0.23843067757540762,0.378099492619948,0.17315547097964842,0.12852754978933192,0.06575518501018908,0.01603162402547491
hj_,0.0,0.0,0.0,0.0,0.0,3.0
_hj,0.0,0.0,0.0,0.0,0.0,3.0
hj,0.0,0.0,0.7625347052098644,0.0,0.0,0.2374652947901356
hk_,0.0,0.0,0.43406985032074114,0.0,0.0,0.5659301496792588
_hk,0.0,0.0,0.0,0.0,0.0,3.0
hk,0.2938278019956977,0.0,0.5183371175997381,0.0,0.023755257788156244,0.16407982261640802
hl_,0.0,0.0,0.0,0.0,0.0,3.0
_hl,0.0,0.0,0.0,0.0,0.0,3.0
hl,0.08667644383388715,0.0,0.12747090055135796,0.0,0.4905698293946201,0.29528282622013474
hm_,0.0,0.0,0.19882468168462283,0.0,0.0,0.8011753183153771
_hm,0.0,0.0,0.0,0.0,0.0,3.0
hm,0.08027375895196974,0.09829236426779533,0.4825148236786982,0.06439844555476244,0.06340156559261444,0.21111904195415973
hn_,0.0,0.0,0.0,0.0,0.0,3.0
_hn,0.0,0.0,0.0,0.0,0.0,3.0
hn,0.0,0.05124106015986537,0.3390866064940528,0.09992006731173747,0.2783681684323249,0.23138409760201933
ho_,0.26754247333069936,0.3168115369419203,0.09739233504543657,0.18046226787830902,0.020051363097589894,0.11774002370604508
_ho,0.11884287524478744,0.173044580117498,0.35949343393618244,0.2065343854394655,0.10084523672387974,0.04123948853818685
ho,0.14775114468264122,0.3431983669072543,0.3131508384323251,0.1139855322331733,0.05035448471708306,0.03155963302752294
hp_,0.0,0.0,0.0,0.0,0.0,3.0
_hp,0.0,0.0,0.0,0.0,0.0,3.0
hp,0.0,0.0,0.0,0.0,0.0,3.0
hq_,0.0,0.0,0.0,0.0,0.0,3.0
_hq,0.0,0.0,0.0,0.0,0.0,3.0
hq,0.0,0.0,0.0,0.0,0.0,3.0
hr_,0.0,0.0,0.0,0.0,0.0,3.0
_hr,0.0,0.0,0.0,0.3896353166986564,0.0,0.6103646833013436
hr,0.04692214111922141,0.0,0.11854014598540147,0.10689781021897808,0.46851581508515816,0.2591240875912409
hs_,0.0,0.0,0.0,0.0,0.0,3.0
_hs,0.0,0.0,0.0,0.0,0.0,3.0
hs,0.0,0.07488332990185985,0.05398565644087569,0.0,0.5816519113307255,0.28947910232653906
ht_,0.0,0.0,0.7650335900376863,0.0,0.0,0.23496640996231363
_ht,0.0,0.0,0.0,0.0,0.0,3.0
ht,0.003721334203850262,0.0639503738596981,0.8081912440832564,0.0,0.04137150241821002,0.08276554543498531
hu_,0.17611736608665982,0.265165472534971,0.2928693278744456,0.0,0.027703855339474587,0.23814397816444904
_hu,0.14277742697530393,0.7007430476836529,0.06391730724410767,0.03038222231758673,0.05437012223723476,0.007809873542113835
hu,0.16348735247352963,0.700178507303884,0.05839209034250394,0.02427393489071377,0.03514807893266132,0.01852003605670737
hv_,0.0,0.0,0.0,0.0,0.0,3.0
_hv,0.0,0.0,0.0,0.0,0.0,3.0
hv,0.0,0.0,0.709299414793147,0.0,0.033759240684042555,0.2569413445228105
hw_,0.0,0.0,0.0,0.0,0.0,3.0
_hw,0.0,0.13575568435131521,0.0,0.0,0.13575568435131521,0.7284886312973696
hw,0.11284046692607004,0.41792765528174086,0.0,0.0,0.02507565931690445,0.44415621847528464
hx_,0.0,0.0,0.0,0.0,0.0,3.0
_hx,0.0,0.0,0.0,0.0,0.0,3.0
hx,0.0,0.0,0.0,0.0,0.0,3.0
hy_,0.0,0.0,0.0,0.0,0.0,3.0
_hy,0.0,0.0,0.0,0.0,0.0,3.0
hy,0.0,0.0,0.0,0.18770226537216822,0.09385113268608411,0.7184466019417477
hz_,0.0,0.0,0.0,0.0,0.0,3.0
_hz,0.0,0.0,0.0,0.0,0.0,3.0
hz,0.0,0.0,0.0,0.0,0.20484359233097876,0.7951564076690213
hŋ_,0.0,0.0,0.0,0.0,0.0,3.0
_hŋ,0.0,0.0,0.0,0.0,0.0,3.0
hŋ,0.0,0.0,0.0,0.0,0.0,3.0
ia_,0.04763238748202964,0.5137720839321602,0.1844550626593708,0.24605454683523717,0.0,0.008085919091202222
_ia,0.2528544737388415,0.12642723686942084,0.0421424122898069,0.2949968860286485,0.0,0.28357899107328216
ia,0.27883677007821456,0.2186369815186249,0.13927131134364612,0.35433963245327366,0.0,0.008915304606240716
ib_,0.2907528421806463,0.0,0.6360218422701638,0.0,0.0,0.07322531554918989
_ib,0.7110388258561465,0.027469553450608936,0.0,0.0,0.08557822421151243,0.1759133964817321
ib,0.3395125808410365,0.3312727126849042,0.016637730620451954,0.18293632387277609,0.10351450714479471,0.02612614483603664
ic_,0.10327085253849567,0.0,0.0,0.6847758544163338,0.10604322441872374,0.10591006862644681
_ic,0.0,0.0,0.0,0.058099599313108166,0.7552947910704064,0.18660560961648545
ic,0.046408282272568366,0.0,0.0,0.7365864405439131,0.19403942278551956,0.02296585439799902
id_,0.31812015734321397,0.0,0.6233023452708761,0.02575589865642321,0.0,0.03282159872948649
_id,0.2735988103417443,0.13450667770990787,0.138996602320963,0.17324421876911783,0.09930375815301791,0.180349932705249
id,0.12833586492537297,0.19272482286106388,0.21505892166144558,0.2970681020395172,0.14903664594714275,0.017775642565457606
ie_,0.0,0.11621696911811523,0.06924546322827123,0.783974052849411,0.0,0.030563514804202486
_ie,0.0,0.19646745705298815,0.09823372852649402,0.34381804984272923,0.0,0.36148076457778855
ie,0.0,0.0770858547962541,0.3076487897927323,0.5996091579020605,0.0,0.015656197508953192
if_,0.0,0.0,0.0,0.44034707158351394,0.0,0.5596529284164861
_if,0.0,0.6132930513595166,0.0,0.0,0.0,0.38670694864048333
if,0.0,0.6293357134061032,0.0,0.32947034395378394,0.0,0.04119394264011297
ig_,0.8828930412371134,0.0,0.0,0.0,0.032699742268041225,0.08440721649484537
_ig,0.2561514195583596,0.03370413415241574,0.08088992196579778,0.1685206707620787,0.2359289390669101,0.22480491449443799
ig,0.1564016814470982,0.21743031399461749,0.12526350528520352,0.22558314091841042,0.2540486779233281,0.02127268043134224
ih_,0.8575927490590676,0.0,0.0,0.015592595437437596,0.04677778631231278,0.08003686919118214
_ih,0.08787878787878786,0.0,0.5685262889301561,0.0,0.22238280197893473,0.12121212121212122
ih,0.2822046266749229,0.14245390563837043,0.40517415793755146,0.0018145869919862156,0.14474786270578696,0.023604860051382102
ii_,0.0621175030599755,0.43351337834458614,0.41542583014174594,0.0,0.0,0.08894328845369237
_ii,0.44656278643446373,0.12404521845401774,0.23568591506263367,0.0,0.0,0.19370608004888482
ii,0.10135615530816221,0.17332909427039098,0.7027248796615727,0.0,0.0,0.02258987075987402
ij_,0.0,0.0,0.19882468168462283,0.0,0.0,0.8011753183153771
_ij,0.0,0.5062344139650873,0.0,0.0,0.0,0.4937655860349127
ij,0.13241292857785764,0.44624204257704025,0.2624882810246975,0.10705207690745344,0.0,0.05180467091295117
ik_,0.31879753358125373,0.0,0.2328488727961239,0.0,0.4153331986728003,0.03302039494982195
_ik,0.18771026472198535,0.24098395203575604,0.19369487152152629,0.0,0.29026344865072595,0.08734746307000642
ik,0.18372313981284807,0.3454884945304137,0.2869439627885942,0.0,0.17344106944403115,0.01040333342411286
il_,0.30492323367136537,0.0,0.23159660993148612,0.11968786755846222,0.32250601575581533,0.02128627308287092
_il,0.09799529567595089,0.14041938736414636,0.3614100279118445,0.06281663648275061,0.2949554593664066,0.04240319319890105
il,0.12651458182369368,0.15917658588733644,0.21457988465737413,0.11218915018214591,0.38367077791561943,0.003869019533830329
im_,0.1588178659037964,0.0,0.13697009478055228,0.03301844844500501,0.6441783403259841,0.027015250544662313
_im,0.2682672828306661,0.1712267536278406,0.06067669560359391,0.23951082613854863,0.1703509043128768,0.08996753748647396
im,0.09878125789765044,0.28252717919033166,0.1952116384866195,0.12165949192777943,0.29554454445946166,0.006275888038157401
in_,0.25118286648226246,0.0,0.3363650712070929,0.018192702938445247,0.38724320244745003,0.007016156924749244
_in,0.19822224368989433,0.09139413069913854,0.024613200822492652,0.595338289230641,0.06414815942399589,0.026283976133837702
in,0.16953324359219238,0.15338414140965526,0.19722409510273606,0.20714382406594933,0.26863754356351116,0.004077152265955779
io_,0.0,0.3284235766252416,0.11951368294106594,0.5257787642998549,0.0,0.0262839761338377
_io,0.0,0.16039161800068705,0.3138096873926486,0.292889041566472,0.0,0.23290965304019237
io,0.0,0.41634618830638653,0.19691745260525875,0.37623546955019144,0.0,0.010500889538163359
ip_,0.11048271436559912,0.0,0.0,0.00811127406255621,0.8373135458184201,0.04409246575342466
_ip,0.5920222957672879,0.009092492597108513,0.0,0.0,0.1414387737327991,0.25744643790280436
ip,0.27591470322398265,0.277176165572412,0.12557052684776251,0.14450491581979044,0.15532831219196622,0.021505376344086023
iq_,0.0,0.0,0.0,0.0,0.9016173636135086,0.09838263638649124
_iq,0.0,0.0,0.0,0.0,0.47256401729298303,0.527435982707017
iq,0.0,0.0,0.0,0.11414605117742069,0.7659865680523675,0.11986738077021168
ir_,0.16366220137694237,0.0,0.014788911958620182,0.16309248611587285,0.641919045796807,0.016537354751757553
_ir,0.24109577451956551,0.02047662742494939,0.3111126295855216,0.12352030091824316,0.17966589224471738,0.12412877530700302
ir,0.11591447792768396,0.1344469449135236,0.1672078106112571,0.1280090159260059,0.4477688692046454,0.006652881416883936
is_,0.2787858258026009,0.0,0.3985772437405555,0.03880282411249841,0.27082659229496714,0.013007514049378041
_is,0.19162660897548864,0.051938789132659244,0.1658285118214513,0.10492455113482008,0.4491505451199615,0.03653099381561915
